IDbsub	BiolProc	MolFun	CellComp
BSU30970	GO:0000271 GO:0005975 GO:0005976 GO:0005977 GO:0005978 GO:0006073 GO:0006091 GO:0006112 GO:0008152 GO:0009058 GO:0009059 GO:0009250 GO:0009987 GO:0015980 GO:0016051 GO:0033692 GO:0034637 GO:0034645 GO:0043170 GO:0044042 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044262 GO:0044264 GO:0071704 GO:1901576	GO:0000166 GO:0003824 GO:0005488 GO:0005524 GO:0008878 GO:0016740 GO:0016772 GO:0016779 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0070566 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU30980	GO:0000271 GO:0005975 GO:0005976 GO:0005977 GO:0005978 GO:0006073 GO:0006091 GO:0006112 GO:0008152 GO:0009058 GO:0009059 GO:0009250 GO:0009987 GO:0015980 GO:0016051 GO:0033692 GO:0034637 GO:0034645 GO:0043170 GO:0044042 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044262 GO:0044264 GO:0071704 GO:1901576	GO:0003824 GO:0003844 GO:0004553 GO:0005488 GO:0016740 GO:0016757 GO:0016758 GO:0016787 GO:0016798 GO:0043167 GO:0043169 GO:0102752	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU30990	GO:0006810 GO:0006811 GO:0006812 GO:0009987 GO:0015695 GO:0015888 GO:0034220 GO:0035461 GO:0045117 GO:0051179 GO:0051180 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:0071934 GO:0072348 GO:0072531 GO:0098655	GO:0005215 GO:0008324 GO:0015075 GO:0015101 GO:0015234 GO:0022857 GO:0090482 GO:1901474 GO:1901682	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31000		GO:0003824 GO:0008080 GO:0016407 GO:0016410 GO:0016740 GO:0016746 GO:0016747	
BSU31010	GO:0008104 GO:0008360 GO:0009987 GO:0022603 GO:0022604 GO:0033036 GO:0050789 GO:0050793 GO:0051179 GO:0051641 GO:0051668 GO:0065007 GO:0070727 GO:0072657 GO:0072659 GO:1990778		GO:0005886 GO:0016020 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU31020			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU31030			
BSU31040		GO:0003824 GO:0005488 GO:0019842 GO:0030151 GO:0030170 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0046914 GO:0070279 GO:0097159 GO:1901363	
BSU31050	GO:0006575 GO:0006577 GO:0006578 GO:0006807 GO:0008152 GO:0009058 GO:0009987 GO:0019285 GO:0019695 GO:0031455 GO:0031456 GO:0034641 GO:0042398 GO:0044237 GO:0044249 GO:0044271 GO:0071704 GO:0097164 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004022 GO:0005488 GO:0016491 GO:0016614 GO:0016616 GO:0018455 GO:0043167 GO:0043169 GO:0046872	
BSU31060	GO:0006575 GO:0006577 GO:0006578 GO:0006807 GO:0008152 GO:0009058 GO:0009987 GO:0019285 GO:0019695 GO:0031455 GO:0031456 GO:0034641 GO:0042398 GO:0044237 GO:0044249 GO:0044271 GO:0071704 GO:0097164 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004029 GO:0004030 GO:0005488 GO:0008802 GO:0016491 GO:0016620 GO:0016903 GO:0043167 GO:0043169 GO:0046872	
BSU31070		GO:0003676 GO:0003677 GO:0005488 GO:0097159 GO:1901363	
BSU31080			GO:0005576 GO:0110165
BSU31090	GO:0006810 GO:0006811 GO:0006812 GO:0006813 GO:0009987 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0098655	GO:0005215 GO:0005488 GO:0005515 GO:0008324 GO:0015075 GO:0022857 GO:0042802	GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU31100	GO:0006810 GO:0006811 GO:0006812 GO:0006813 GO:0006820 GO:0006821 GO:0009987 GO:0015698 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0071805 GO:0098655 GO:0098656 GO:0098660 GO:0098661 GO:0098662 GO:1902476	GO:0005215 GO:0008324 GO:0008509 GO:0015075 GO:0015079 GO:0015103 GO:0015108 GO:0015291 GO:0015293 GO:0015294 GO:0015296 GO:0015318 GO:0015377 GO:0015379 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0046873	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31110	GO:0006950 GO:0006974 GO:0009987 GO:0033554 GO:0050896 GO:0051716		GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU31120	GO:0008152 GO:0009987 GO:0016043 GO:0045229 GO:0071554 GO:0071555 GO:0071840	GO:0003824 GO:0004040 GO:0016787 GO:0016798 GO:0016810 GO:0016811	GO:0005576 GO:0110165
BSU31130	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU31140		GO:0003824 GO:0005488 GO:0005506 GO:0008198 GO:0016491 GO:0016701 GO:0016702 GO:0017172 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0051213	
BSU31150	GO:0000270 GO:0006022 GO:0006023 GO:0006024 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0008360 GO:0009058 GO:0009059 GO:0009252 GO:0009273 GO:0009987 GO:0016043 GO:0016311 GO:0022603 GO:0022604 GO:0030203 GO:0034645 GO:0042221 GO:0042546 GO:0043170 GO:0044036 GO:0044038 GO:0044085 GO:0044237 GO:0044249 GO:0044260 GO:0045229 GO:0046677 GO:0050789 GO:0050793 GO:0050896 GO:0065007 GO:0070589 GO:0071554 GO:0071555 GO:0071704 GO:0071840 GO:1901135 GO:1901137 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0050380	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31160	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31170		GO:0000166 GO:0003824 GO:0005488 GO:0016491 GO:0016614 GO:0016616 GO:0036094 GO:0097159 GO:0102497 GO:1901265 GO:1901363	
BSU31180	GO:0005975 GO:0005996 GO:0008152 GO:0009056 GO:0016052 GO:0019299 GO:0019301 GO:0019318 GO:0019320 GO:0019321 GO:0019324 GO:0044238 GO:0044281 GO:0044282 GO:0046365 GO:0071704 GO:1901575	GO:0003824 GO:0005488 GO:0008740 GO:0016853 GO:0016860 GO:0016861 GO:0030145 GO:0043167 GO:0043169 GO:0046872 GO:0046914	GO:0005622 GO:0005737 GO:0110165
BSU31190	GO:0005975 GO:0005996 GO:0008152 GO:0009056 GO:0016052 GO:0019299 GO:0019301 GO:0019318 GO:0019320 GO:0044238 GO:0044281 GO:0044282 GO:0046365 GO:0071704 GO:1901575	GO:0003824 GO:0016853 GO:0016854 GO:0016857 GO:0062192	GO:0005622 GO:0005737 GO:0110165
BSU31200	GO:0005975 GO:0005996 GO:0006793 GO:0006796 GO:0008152 GO:0009056 GO:0009987 GO:0016052 GO:0016310 GO:0019299 GO:0019301 GO:0019318 GO:0019320 GO:0044237 GO:0044238 GO:0044262 GO:0044281 GO:0044282 GO:0046365 GO:0046835 GO:0071704 GO:1901575	GO:0000166 GO:0003824 GO:0005488 GO:0005524 GO:0008993 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0017076 GO:0019200 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU31210	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	
BSU31220		GO:0003824 GO:0016491	
BSU31230	GO:0006935 GO:0007154 GO:0007165 GO:0009605 GO:0009987 GO:0023052 GO:0040011 GO:0042221 GO:0042330 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31240	GO:0006935 GO:0007154 GO:0007165 GO:0009605 GO:0009987 GO:0023052 GO:0040011 GO:0042221 GO:0042330 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU31250	GO:0006935 GO:0007154 GO:0007165 GO:0009605 GO:0009987 GO:0023052 GO:0040011 GO:0042221 GO:0042330 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31260	GO:0006935 GO:0007154 GO:0007165 GO:0009605 GO:0009987 GO:0023052 GO:0040011 GO:0042221 GO:0042330 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU31270	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869	GO:0003810 GO:0003824 GO:0016740 GO:0016746 GO:0016755 GO:0140096	
BSU31279			
BSU31280			
BSU31290	GO:0005975 GO:0008152 GO:0009056 GO:0009311 GO:0009313 GO:0016052 GO:0044238 GO:0071704 GO:1901575	GO:0003824 GO:0004553 GO:0004556 GO:0004574 GO:0015926 GO:0016160 GO:0016787 GO:0016798 GO:0090599	GO:0005622 GO:0005737 GO:0110165
BSU31300		GO:0000166 GO:0005488 GO:0036094 GO:0043167 GO:0043168 GO:0050660 GO:0097159 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31310	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0005488 GO:0008233 GO:0008237 GO:0016787 GO:0043167 GO:0043169 GO:0046872 GO:0140096	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31319			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31321			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31322	GO:0006810 GO:0006811 GO:0006812 GO:0006813 GO:0009987 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0071805 GO:0098655 GO:0098660 GO:0098662	GO:0005215 GO:0005216 GO:0005261 GO:0005267 GO:0008324 GO:0015075 GO:0015079 GO:0015267 GO:0015318 GO:0022803 GO:0022857 GO:0022890 GO:0046873	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31330			
BSU31340			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31350	GO:0005975 GO:0005996 GO:0006006 GO:0006082 GO:0006090 GO:0006091 GO:0006094 GO:0006096 GO:0006139 GO:0006163 GO:0006165 GO:0006725 GO:0006753 GO:0006757 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009056 GO:0009058 GO:0009117 GO:0009132 GO:0009135 GO:0009141 GO:0009144 GO:0009150 GO:0009179 GO:0009185 GO:0009199 GO:0009205 GO:0009259 GO:0009987 GO:0016051 GO:0016052 GO:0016310 GO:0019318 GO:0019319 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0034641 GO:0043436 GO:0044237 GO:0044238 GO:0044281 GO:0044283 GO:0046031 GO:0046034 GO:0046364 GO:0046483 GO:0046939 GO:0051156 GO:0055086 GO:0071704 GO:0072521 GO:1901135 GO:1901360 GO:1901564 GO:1901575 GO:1901576	GO:0003824 GO:0004347 GO:0005488 GO:0016853 GO:0016860 GO:0016861 GO:0030246 GO:0036094 GO:0048029 GO:0097367	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU31360	GO:0006066 GO:0006629 GO:0008152 GO:0008610 GO:0009058 GO:0034308 GO:0034309 GO:0044238 GO:0044281 GO:0044283 GO:0046165 GO:0071270 GO:0071271 GO:0071704 GO:1901576 GO:1901615 GO:1901617 GO:1903173 GO:1903175	GO:0003824 GO:0004022 GO:0004033 GO:0005488 GO:0008106 GO:0016491 GO:0016614 GO:0016616 GO:0018455 GO:0043167 GO:0043169 GO:0046872 GO:1990002 GO:1990362	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU31370	GO:0006066 GO:0006629 GO:0008152 GO:0008610 GO:0009058 GO:0034308 GO:0034309 GO:0044238 GO:0044281 GO:0044283 GO:0046165 GO:0071270 GO:0071271 GO:0071704 GO:1901576 GO:1901615 GO:1901617 GO:1903173 GO:1903175	GO:0003824 GO:0004022 GO:0004033 GO:0005488 GO:0008106 GO:0016491 GO:0016614 GO:0016616 GO:0018455 GO:0043167 GO:0043169 GO:0046872 GO:1990002 GO:1990362	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU31380			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31390	GO:0006412 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0019538 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003676 GO:0003723 GO:0003729 GO:0003735 GO:0005198 GO:0005488 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU31400	GO:0006082 GO:0006520 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009987 GO:0016053 GO:0019752 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0005488 GO:0008483 GO:0016740 GO:0016769 GO:0019842 GO:0030170 GO:0036094 GO:0043167 GO:0043168 GO:0070279 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU31410		GO:0003676 GO:0003677 GO:0005488 GO:0043565 GO:0097159 GO:1901363	
BSU31420		GO:0003824 GO:0016787 GO:0016788 GO:0052689	
BSU31430			
BSU31440	GO:0000096 GO:0000097 GO:0006082 GO:0006520 GO:0006555 GO:0006790 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009066 GO:0009067 GO:0009086 GO:0009987 GO:0016053 GO:0019752 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:1901564 GO:1901566 GO:1901576 GO:1901605 GO:1901607	GO:0003824 GO:0004121 GO:0005488 GO:0016829 GO:0016846 GO:0019842 GO:0030170 GO:0036094 GO:0043167 GO:0043168 GO:0047804 GO:0070279 GO:0097159 GO:1901363	
BSU31450	GO:0000160 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009653 GO:0009987 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019538 GO:0023052 GO:0030154 GO:0030435 GO:0032502 GO:0035556 GO:0036211 GO:0042173 GO:0043170 GO:0043412 GO:0043934 GO:0043937 GO:0043938 GO:0044237 GO:0044238 GO:0045595 GO:0045597 GO:0045881 GO:0048518 GO:0048522 GO:0048646 GO:0048856 GO:0048869 GO:0050789 GO:0050793 GO:0050794 GO:0050896 GO:0051094 GO:0051716 GO:0065007 GO:0071704 GO:1901564	GO:0000155 GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140096 GO:0140299 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31460			GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU31470	GO:0006139 GO:0006725 GO:0006807 GO:0008152 GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0034641 GO:0043170 GO:0043934 GO:0044237 GO:0044238 GO:0046483 GO:0048646 GO:0048856 GO:0048869 GO:0071704 GO:0090304 GO:0090305 GO:1901360	GO:0003676 GO:0003824 GO:0004518 GO:0004527 GO:0005488 GO:0016787 GO:0016788 GO:0043167 GO:0043169 GO:0046872 GO:0097159 GO:1901363	
BSU31480	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31490	GO:0000270 GO:0006022 GO:0006023 GO:0006024 GO:0006508 GO:0006807 GO:0008152 GO:0008360 GO:0009058 GO:0009059 GO:0009252 GO:0009273 GO:0009987 GO:0016043 GO:0019538 GO:0022603 GO:0022604 GO:0030203 GO:0034645 GO:0042221 GO:0042546 GO:0043170 GO:0044036 GO:0044038 GO:0044085 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0045229 GO:0046677 GO:0050789 GO:0050793 GO:0050896 GO:0065007 GO:0070589 GO:0071554 GO:0071555 GO:0071704 GO:0071840 GO:1901135 GO:1901137 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004180 GO:0004185 GO:0005488 GO:0008233 GO:0008236 GO:0008238 GO:0008658 GO:0008955 GO:0009002 GO:0016740 GO:0016757 GO:0016758 GO:0016787 GO:0017171 GO:0031406 GO:0033218 GO:0033293 GO:0036094 GO:0043167 GO:0043168 GO:0043177 GO:0070008 GO:0097159 GO:0140096 GO:1901363 GO:1901681	GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU31500		GO:0003824 GO:0015035 GO:0015036 GO:0016491 GO:0016667 GO:0140096	
BSU31510			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31520	GO:0000160 GO:0006355 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009889 GO:0009987 GO:0010468 GO:0010556 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019219 GO:0019222 GO:0019538 GO:0023052 GO:0031323 GO:0031326 GO:0035556 GO:0036211 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051252 GO:0051716 GO:0060255 GO:0065007 GO:0071704 GO:0080090 GO:1901564 GO:1903506 GO:2001141	GO:0000155 GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140096 GO:0140299 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31530	GO:0000160 GO:0006355 GO:0007154 GO:0007165 GO:0009889 GO:0009987 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0023052 GO:0031323 GO:0031326 GO:0035556 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051252 GO:0051716 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0000156 GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0060089 GO:0097159 GO:0140110 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU31540			GO:0005886 GO:0016020 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU31550		GO:0000166 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU31560	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU31570	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31580	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0006820 GO:0009987 GO:0015711 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0098656	GO:0005215 GO:0008509 GO:0008514 GO:0015075 GO:0015291 GO:0015293 GO:0022804 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31590			GO:0016020 GO:0016021 GO:0031224 GO:0110165
BSU31600	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009653 GO:0009987 GO:0030001 GO:0030154 GO:0030435 GO:0032502 GO:0034220 GO:0035725 GO:0043934 GO:0048646 GO:0048856 GO:0048869 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662 GO:1902600	GO:0005215 GO:0005451 GO:0008324 GO:0015075 GO:0015078 GO:0015081 GO:0015291 GO:0015297 GO:0015298 GO:0015299 GO:0015318 GO:0015385 GO:0015491 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0046873 GO:0051139	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31610	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0098655	GO:0005215 GO:0008324 GO:0015075 GO:0015291 GO:0015297 GO:0022804 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31620	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0015291 GO:0015297 GO:0022804 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31630	GO:0006091 GO:0006119 GO:0006810 GO:0006811 GO:0006812 GO:0006813 GO:0006814 GO:0006820 GO:0008152 GO:0009060 GO:0009987 GO:0015980 GO:0022900 GO:0022904 GO:0030001 GO:0034220 GO:0035725 GO:0042773 GO:0044237 GO:0045333 GO:0051179 GO:0051234 GO:0055085 GO:0071805 GO:0098655 GO:0098656 GO:0098660 GO:0098662 GO:1902600	GO:0003824 GO:0003954 GO:0003955 GO:0005215 GO:0005451 GO:0008137 GO:0008324 GO:0008509 GO:0009055 GO:0015075 GO:0015078 GO:0015079 GO:0015081 GO:0015291 GO:0015297 GO:0015298 GO:0015299 GO:0015301 GO:0015318 GO:0015385 GO:0015386 GO:0015399 GO:0015453 GO:0015491 GO:0016491 GO:0016651 GO:0016655 GO:0022804 GO:0022821 GO:0022853 GO:0022857 GO:0022890 GO:0046873 GO:0050136 GO:0051139 GO:0140323	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31640	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0098655	GO:0005215 GO:0008324 GO:0015075 GO:0015291 GO:0015297 GO:0022804 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31650	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0034220 GO:0035725 GO:0036376 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662 GO:0140115 GO:0140352 GO:1902600	GO:0005215 GO:0005451 GO:0008324 GO:0015075 GO:0015078 GO:0015081 GO:0015291 GO:0015297 GO:0015298 GO:0015299 GO:0015318 GO:0015385 GO:0015491 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0046873 GO:0051139	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31660	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0034220 GO:0035725 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662 GO:1902600	GO:0005215 GO:0005451 GO:0008324 GO:0015075 GO:0015078 GO:0015081 GO:0015291 GO:0015297 GO:0015298 GO:0015299 GO:0015318 GO:0015385 GO:0015491 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0046873 GO:0051139	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31670		GO:0003824 GO:0016289 GO:0016787 GO:0016788 GO:0016790 GO:0061522	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU31680	GO:0000160 GO:0006355 GO:0007154 GO:0007165 GO:0009292 GO:0009294 GO:0009605 GO:0009889 GO:0009987 GO:0009991 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0023052 GO:0030420 GO:0031323 GO:0031326 GO:0031668 GO:0035556 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051252 GO:0051716 GO:0060255 GO:0065007 GO:0071496 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0005488 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU31690	GO:0000160 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009292 GO:0009294 GO:0009605 GO:0009653 GO:0009987 GO:0009991 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019538 GO:0023052 GO:0030154 GO:0030420 GO:0030435 GO:0031668 GO:0032502 GO:0035556 GO:0036211 GO:0043170 GO:0043412 GO:0043934 GO:0044237 GO:0044238 GO:0048646 GO:0048856 GO:0048869 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007 GO:0071496 GO:0071704 GO:1901564	GO:0000155 GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005515 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0046983 GO:0097159 GO:0097367 GO:0140096 GO:0140299 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU31700	GO:0007154 GO:0007165 GO:0009292 GO:0009294 GO:0009605 GO:0009653 GO:0009987 GO:0009991 GO:0023052 GO:0030154 GO:0030420 GO:0030435 GO:0031668 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007 GO:0071496	GO:0005102 GO:0005186 GO:0005488 GO:0005515 GO:0030545 GO:0030546 GO:0048018 GO:0098772	GO:0005576 GO:0110165
